Year,WHO region,Country,Alcohol type,Numeric
1991,Americas,Jamaica,Other alcoholic beverages,0
1990,Europe,Croatia,Spirits,4.4
1988,Africa,Guinea,Spirits,0.09
1988,Europe,Sweden,All types,7.31
1989,Eastern Mediterranean,Qatar,All types,1.45
1981,Africa,Mauritius,Other alcoholic beverages,0
1986,Africa,Burkina Faso,Wine,0.02
1990,Europe,Belarus,Wine,1.28
1994,Europe,Slovakia,Other alcoholic beverages,0
1982,Europe,Belgium,Other alcoholic beverages,0
1983,Africa,Mozambique,Spirits,0.12
1995,Europe,Romania,Spirits,2.01
1990,Africa,Angola,All types,2.12
1993,Americas,Paraguay,Spirits,5.75
1989,Eastern Mediterranean,Jordan,Wine,0
1990,Eastern Mediterranean,Morocco,Spirits,0.07
1982,Europe,Ukraine,Wine,2.35
1995,Western Pacific,Cook Islands,Spirits,1.55
1990,Europe,France,Spirits,2.86
1984,Europe,Denmark,Other alcoholic beverages,
1988,Africa,Cameroon,Spirits,0.01
1987,Africa,Burkina Faso,All types,4.07
1994,Africa,Eritrea,All types,1.53
1994,Western Pacific,Tonga,Beer,0.51
1994,Western Pacific,Malaysia,Beer,0.72
1995,Africa,Zimbabwe,Beer,0.53
1980,Americas,Brazil,Other alcoholic beverages,0
1995,Eastern Mediterranean,United Arab Emirates,Beer,0.65
1988,Western Pacific,Malaysia,Beer,0.48
1996,Europe,The former Yugoslav republic of Macedonia,Other alcoholic beverages,0
1994,Africa,Namibia,Beer,0
1991,Americas,Chile,Beer,1.6
1983,Western Pacific,Fiji,Other alcoholic beverages,
1986,Africa,Uganda,Other alcoholic beverages,7.14
1991,Africa,Namibia,Beer,0
1982,Americas,Belize,Wine,0.16
1996,Americas,Chile,Spirits,2.59
1995,Americas,Guyana,Beer,0.81
1997,Eastern Mediterranean,Yemen,Wine,0
1995,Europe,Luxembourg,Wine,5.81
1992,Africa,Malawi,All types,1.15
1997,Eastern Mediterranean,Saudi Arabia,Beer,0.06
1997,Western Pacific,Viet Nam,Spirits,0.02
1990,Europe,Italy,Beer,1.5
1985,Western Pacific,Papua New Guinea,Wine,0.04
1991,Western Pacific,Republic of Korea,Spirits,2.47
1991,Western Pacific,Samoa,Other alcoholic beverages,0
1981,Europe,Israel,Wine,0.59
1997,Western Pacific,Cook Islands,Beer,0
1983,Americas,Argentina,Beer,0.69
1985,Americas,Bahamas,Other alcoholic beverages,0.03
1982,Americas,Antigua and Barbuda,Wine,0.13
1999,Europe,Greece,Spirits,2.31
1994,Americas,Jamaica,Beer,1.96
1984,Western Pacific,Japan,Wine,0.09
1984,Africa,Uganda,Beer,0.1
1999,Eastern Mediterranean,Qatar,All types,0.48
1981,Western Pacific,Papua New Guinea,Wine,0.05
1990,Africa,Ethiopia,Wine,0
1995,Europe,Czech Republic,Wine,2.08
1999,Americas,Saint Lucia,Spirits,7.5
1980,Africa,Congo,All types,3.84
1986,Africa,Chad,Beer,0.29
1996,Europe,Czech Republic,Other alcoholic beverages,
1980,Americas,Saint Lucia,Other alcoholic beverages,0.09
1999,Eastern Mediterranean,United Arab Emirates,Spirits,1.84
1990,Western Pacific,Micronesia (Federated States of),Spirits,0
1997,Western Pacific,Brunei Darussalam,Other alcoholic beverages,0.4
1981,Africa,Congo,Other alcoholic beverages,2.25
1985,Africa,Eritrea,Wine,0
1993,Americas,Honduras,Wine,0.02
1997,South-East Asia,India,Wine,0
1990,Western Pacific,Vanuatu,All types,1.53
1997,Americas,Grenada,All types,5.79
1983,Americas,Jamaica,Other alcoholic beverages,0
1988,Europe,Romania,Wine,4.06
1991,South-East Asia,Nepal,All types,0.05
1991,South-East Asia,Timor-Leste,All types,0.38
1996,Western Pacific,Brunei Darussalam,Spirits,0.48
1985,Africa,Guinea,Beer,0.05
1986,Africa,Gambia,Spirits,0.06
1995,Africa,Zambia,Spirits,0.2
1984,Americas,Ecuador,Beer,1.3
1994,Europe,Bosnia and Herzegovina,Beer,1.09
1982,Africa,Sierra Leone,Spirits,0.02
1984,Africa,Seychelles,Spirits,0.63
1986,Americas,United States of America,Spirits,3.18
1995,South-East Asia,Bhutan,Beer,1.82
1998,Africa,Algeria,Wine,0
1990,Eastern Mediterranean,Morocco,Other alcoholic beverages,
1997,Americas,Costa Rica,Wine,0.16
1983,Africa,Mauritania,Spirits,0.02
1984,Americas,Nicaragua,Spirits,2.32
1992,Americas,Chile,Spirits,2.59
1995,Europe,Luxembourg,Beer,4.98
1990,Europe,Turkey,Other alcoholic beverages,0
1984,Western Pacific,Singapore,Spirits,1.01
1986,Africa,Botswana,All types,4.5
1985,Americas,Guatemala,Beer,0.77
1992,Africa,Angola,All types,2.36
1983,Africa,Mauritania,Beer,0.01
1985,Africa,Seychelles,Wine,0.35
1999,Eastern Mediterranean,Syrian Arab Republic,All types,0.64
1994,Eastern Mediterranean,Oman,Other alcoholic beverages,0
1995,Europe,Belgium,Spirits,1.35
1993,Americas,Saint Lucia,All types,13.21
1999,Europe,Ireland,Other alcoholic beverages,
1983,Africa,Congo,All types,5.52
1986,Europe,Sweden,Other alcoholic beverages,0
1984,Eastern Mediterranean,Pakistan,Other alcoholic beverages,0.01
1999,Europe,Ireland,Spirits,2.69
1995,Western Pacific,Fiji,Wine,0.12
1994,Africa,Zimbabwe,Spirits,2.62
1994,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.15
1994,Western Pacific,Vanuatu,All types,1.72
1982,Americas,United States of America,All types,10.3
1990,Americas,El Salvador,Spirits,1.24
1980,Europe,Czech Republic,All types,13.99
1995,Europe,Kyrgyzstan,All types,1.66
1992,South-East Asia,Sri Lanka,Wine,0
1998,Western Pacific,Brunei Darussalam,Beer,0.12
1989,Western Pacific,Brunei Darussalam,Spirits,0.36
1983,Western Pacific,Lao People's Democratic Republic,Other alcoholic beverages,
1990,Africa,Democratic Republic of the Congo,All types,2.29
1992,Eastern Mediterranean,Iraq,Spirits,0.07
1990,Americas,Cuba,Beer,1.23
1997,Africa,Ghana,Spirits,0.01
1984,Africa,Gambia,Spirits,0.07
1987,Americas,Paraguay,Wine,0.36
1997,Eastern Mediterranean,Pakistan,Other alcoholic beverages,0.02
1986,Americas,Venezuela (Bolivarian Republic of),Other alcoholic beverages,
1987,Western Pacific,Fiji,Spirits,0.03
1989,Americas,Guyana,Spirits,8.9
1991,Eastern Mediterranean,Tunisia,Wine,0.38
1980,Americas,Dominican Republic,Other alcoholic beverages,0
1991,Americas,Dominica,Beer,1.36
1985,Eastern Mediterranean,Afghanistan,Spirits,0
1984,Western Pacific,Viet Nam,Other alcoholic beverages,
1983,Africa,Sierra Leone,Beer,0.13
1998,Eastern Mediterranean,Lebanon,Wine,0.77
1982,Eastern Mediterranean,Libya,All types,0
1980,Europe,Ukraine,Other alcoholic beverages,
1982,Africa,Comoros,Beer,0.05
1991,Americas,Saint Lucia,Other alcoholic beverages,0.16
1992,Europe,Austria,Other alcoholic beverages,
1981,Africa,Senegal,Spirits,0.01
1981,Eastern Mediterranean,Qatar,All types,4.06
1994,South-East Asia,Indonesia,Beer,0.03
1995,Eastern Mediterranean,Morocco,Wine,0.14
1995,Western Pacific,Cambodia,Spirits,0.81
1984,Western Pacific,China,Beer,0.14
1990,Africa,South Africa,Wine,1.59
1980,Africa,Gambia,All types,0.72
1998,Europe,Slovakia,Spirits,4.92
1991,Africa,Sao Tome and Principe,Beer,0.12
1997,Africa,Nigeria,Beer,0.63
1992,Americas,Brazil,Spirits,2.11
1999,Europe,Belarus,Beer,1.22
1995,Americas,Paraguay,Wine,0.76
1996,Africa,Liberia,Spirits,4.44
1993,Africa,Mali,Beer,0.01
1987,Americas,Honduras,Other alcoholic beverages,
1988,Africa,Congo,Spirits,0.2
1985,Eastern Mediterranean,Egypt,Beer,0.06
1984,Europe,Netherlands,Beer,5.21
1993,Europe,Finland,All types,8.39
1983,Africa,Swaziland,Beer,0
1982,Europe,Portugal,Beer,2.53
1988,Western Pacific,Solomon Islands,All types,0.71
1993,Europe,Latvia,Beer,1.22
1991,Europe,Kyrgyzstan,Beer,0.53
1992,South-East Asia,Timor-Leste,Beer,0.26
1994,Western Pacific,Papua New Guinea,Wine,0.03
1984,Africa,Madagascar,Spirits,0.8
1993,Americas,Ecuador,Wine,0.13
1994,Western Pacific,Mongolia,Beer,0.28
1981,Western Pacific,Solomon Islands,Wine,0.06
1981,Europe,Greece,Wine,6.38
1991,South-East Asia,India,Wine,0
1987,Europe,Portugal,All types,12.35
1994,South-East Asia,Thailand,Spirits,4.46
1993,Europe,Hungary,Other alcoholic beverages,
1995,Americas,Argentina,Spirits,1.08
1997,Americas,Bolivia (Plurinational State of),Wine,0.06
1989,Americas,Panama,All types,4.61
1980,Americas,Mexico,Spirits,1.21
1986,Eastern Mediterranean,United Arab Emirates,Spirits,6.04
1985,Europe,Czech Republic,Spirits,4.61
1992,Western Pacific,Fiji,Other alcoholic beverages,0
1996,Europe,Bulgaria,All types,9.18
1985,Europe,Latvia,Other alcoholic beverages,0.28
1980,Africa,Gabon,Spirits,1.14
1995,Africa,South Africa,Spirits,1.73
1982,Americas,Argentina,Wine,12.77
1997,Europe,Spain,All types,11.6
1981,Africa,Kenya,Beer,1.41
1985,South-East Asia,Myanmar,Other alcoholic beverages,0
1989,Africa,Chad,Beer,0.28
1995,Europe,Romania,All types,11.32
1994,Eastern Mediterranean,Sudan,Wine,0
1987,South-East Asia,Myanmar,All types,0.27
1984,Eastern Mediterranean,Egypt,Beer,0.06
1999,Eastern Mediterranean,Iran (Islamic Republic of),All types,0
1996,Africa,Benin,Wine,0.09
1982,Americas,El Salvador,Spirits,2.05
1995,Europe,Netherlands,Wine,2.63
1990,Europe,Israel,All types,1.84
1991,Africa,Kenya,All types,2.55
1988,South-East Asia,Democratic People's Republic of Korea,All types,3.66
1988,Europe,United Kingdom of Great Britain and Northern Ireland,Beer,5.65
1984,Americas,Brazil,Beer,1.4
1988,Eastern Mediterranean,Iran (Islamic Republic of),Beer,0
1992,South-East Asia,Democratic People's Republic of Korea,Wine,0
1992,Europe,Croatia,Spirits,1.68
1991,Americas,Bahamas,All types,12.45
1999,Africa,Namibia,Wine,0.25
1987,Americas,Bolivia (Plurinational State of),Wine,0.1
1988,Western Pacific,Cambodia,Beer,0
1995,South-East Asia,Bhutan,Other alcoholic beverages,0
1991,Americas,Brazil,Spirits,1.98
1980,Eastern Mediterranean,Oman,Spirits,0
1987,Western Pacific,Republic of Korea,All types,10.18
1995,Africa,United Republic of Tanzania,Other alcoholic beverages,5.04
1996,Americas,Uruguay,Beer,1.63
1997,Africa,Cameroon,All types,2.47
1989,Europe,Kyrgyzstan,Other alcoholic beverages,0
1990,Europe,Sweden,Wine,1.65
1989,Europe,Belarus,All types,7.98
1986,Africa,Cabo Verde,All types,2.92
1987,Africa,Democratic Republic of the Congo,Beer,0.59
1998,Western Pacific,Cambodia,All types,1.95
1998,Eastern Mediterranean,Saudi Arabia,Wine,0
1999,Europe,Bulgaria,Wine,2.81
1991,Europe,Czech Republic,Beer,7.42
1995,South-East Asia,Timor-Leste,Beer,0.31
1997,Africa,Guinea-Bissau,Beer,0.3
1988,Americas,Costa Rica,Wine,0.09
1988,Eastern Mediterranean,Qatar,Beer,0.11
1990,Western Pacific,Brunei Darussalam,Spirits,0.38
1983,Americas,Belize,Other alcoholic beverages,0.02
1991,Americas,Argentina,All types,12.32
1987,Europe,Portugal,Spirits,0.79
1999,Africa,Gambia,Other alcoholic beverages,1.96
1991,Americas,Venezuela (Bolivarian Republic of),Wine,0.12
1999,Africa,Zambia,Wine,0.01
1986,Europe,Iceland,All types,5.47
1991,Americas,Dominica,Wine,0.3
1994,Europe,Kyrgyzstan,Other alcoholic beverages,0.05
1987,Western Pacific,Vanuatu,Wine,0.58
1995,Americas,Barbados,Spirits,3.43
1988,Europe,Latvia,Other alcoholic beverages,0
1985,Europe,Sweden,All types,6.9
1991,Africa,Guinea-Bissau,All types,3.04
1994,Americas,Trinidad and Tobago,Wine,0.05
1981,Americas,Brazil,Beer,1.39
1992,Eastern Mediterranean,Djibouti,Spirits,0.1
1984,Eastern Mediterranean,Libya,Other alcoholic beverages,0
1983,Americas,Suriname,Other alcoholic beverages,0
1990,Americas,Grenada,Beer,1.6
1998,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.09
1988,Africa,Sao Tome and Principe,Wine,1.73
1982,Africa,Rwanda,Wine,0.01
1985,Western Pacific,Solomon Islands,Beer,1.01
1996,South-East Asia,Nepal,Other alcoholic beverages,0
1991,Americas,Panama,Beer,3.8
1983,Europe,Iceland,Spirits,2.86
1985,South-East Asia,Thailand,Other alcoholic beverages,0
1996,Africa,Gabon,Beer,5.73
1991,Western Pacific,Philippines,Spirits,3.1
1988,Africa,Central African Republic,Beer,1.15
1994,Western Pacific,Mongolia,Other alcoholic beverages,0
1992,Europe,Greece,All types,9.99
1996,South-East Asia,Timor-Leste,Wine,0.04
1987,Africa,Chad,All types,0.29
1984,Eastern Mediterranean,Iran (Islamic Republic of),Other alcoholic beverages,0
1991,Africa,Guinea,All types,0.26
1980,Americas,Costa Rica,Spirits,3.91
1988,Europe,Malta,Beer,3.09
1996,Africa,Sierra Leone,All types,6.72
1990,Europe,Czech Republic,Beer,6.71
1998,Eastern Mediterranean,Iran (Islamic Republic of),Other alcoholic beverages,0
1994,Europe,Czech Republic,Beer,7.76
1992,Western Pacific,Tonga,Beer,0.36
1986,Africa,Mauritania,Wine,0.02
1987,Western Pacific,Mongolia,Spirits,1.91
1981,Europe,Sweden,Beer,2.78
1982,Western Pacific,China,Wine,0.02
1994,Americas,Trinidad and Tobago,All types,5.52
1981,Americas,Venezuela (Bolivarian Republic of),All types,9.67
1988,Eastern Mediterranean,Sudan,Other alcoholic beverages,0
1982,Europe,Poland,Other alcoholic beverages,
1993,Western Pacific,Malaysia,Beer,0.7
1997,Americas,Suriname,Wine,0.17
1982,Eastern Mediterranean,Morocco,Spirits,0.04
1982,Europe,Austria,Beer,6.6
1991,Western Pacific,Marshall Islands,Other alcoholic beverages,
1998,Western Pacific,Singapore,Other alcoholic beverages,0.03
1987,Eastern Mediterranean,Oman,Spirits,0.83
1995,Western Pacific,Brunei Darussalam,Spirits,0.49
1991,Africa,Benin,Wine,0.05
1983,Americas,Saint Kitts and Nevis,Spirits,2.43
1985,Americas,Argentina,Spirits,1.45
1999,Africa,Madagascar,Other alcoholic beverages,
1991,Americas,Brazil,Beer,3.22
1995,Eastern Mediterranean,Saudi Arabia,Beer,0.06
1986,Europe,Greece,All types,8.92
1983,Africa,Mali,Other alcoholic beverages,0.41
1992,Americas,Jamaica,Wine,0.03
1981,Europe,Albania,Spirits,0.97
1997,Africa,Algeria,Wine,0
1990,Europe,Bulgaria,Wine,3.24
1986,Europe,Netherlands,Other alcoholic beverages,0
1999,Americas,Trinidad and Tobago,Wine,0.14
1996,Europe,Spain,Spirits,2.86
1991,Western Pacific,Kiribati,Spirits,0.1
1996,Africa,Rwanda,Other alcoholic beverages,6.34
1990,Europe,Germany,Spirits,2.66
1989,Americas,Haiti,Wine,0.01
1996,South-East Asia,India,Beer,0.03
1987,Eastern Mediterranean,Lebanon,Wine,0.78
1982,Europe,Malta,All types,4.94
1990,Europe,Denmark,Spirits,1.58
1986,Europe,Spain,Spirits,3.73
1991,Americas,Cuba,Wine,0.01
1995,Western Pacific,China,Spirits,3.99
1989,Americas,Dominican Republic,All types,4.53
1994,Europe,Malta,Wine,2.09
1986,Europe,Romania,Other alcoholic beverages,
1982,Europe,Italy,Other alcoholic beverages,
1994,Europe,Czech Republic,Spirits,3.96
1989,Americas,Colombia,Spirits,2.44
1992,Europe,Spain,Wine,4.49
1989,Europe,Portugal,Wine,9.48
1980,Africa,Burundi,All types,8.01
1982,Africa,Angola,Spirits,0.38
1980,Americas,Saint Kitts and Nevis,All types,4.44
1991,Americas,Bolivia (Plurinational State of),Wine,0.07
1992,Europe,Spain,All types,12.12
1997,Western Pacific,Niue,All types,5.75
1996,Americas,Canada,Other alcoholic beverages,
1996,Eastern Mediterranean,Bahrain,Other alcoholic beverages,0
1996,Europe,Lithuania,Other alcoholic beverages,0.02
1985,Africa,Congo,Beer,2.67
1998,Americas,Suriname,Other alcoholic beverages,0
1987,Eastern Mediterranean,Bahrain,All types,5.59
1997,Africa,Central African Republic,Beer,0.29
1999,Africa,Democratic Republic of the Congo,Spirits,0.02
1984,Africa,Gabon,Wine,6.14
1990,Africa,Congo,Spirits,0.05
1988,Africa,Zimbabwe,Spirits,3.3
1984,Eastern Mediterranean,Oman,Beer,0.14
1994,Western Pacific,Solomon Islands,Other alcoholic beverages,0
1987,Americas,Cuba,Other alcoholic beverages,
1987,Eastern Mediterranean,Morocco,Wine,0.3
1997,Africa,Mauritania,Beer,0
1997,Africa,Lesotho,Beer,0.89
1995,Africa,Guinea,Other alcoholic beverages,0
1984,Western Pacific,Lao People's Democratic Republic,Wine,0
1990,Africa,Angola,Other alcoholic beverages,0.29
1992,Africa,Seychelles,Spirits,0.7
1985,Africa,Zimbabwe,Spirits,4.94
1995,Americas,Belize,Wine,0.08
1982,Americas,Costa Rica,Beer,0.56
1985,Europe,Albania,Wine,0.23
1992,Europe,Croatia,Other alcoholic beverages,0
1990,Africa,Algeria,Beer,0.18
1988,Africa,Lesotho,Other alcoholic beverages,0.97
1983,Eastern Mediterranean,Iraq,Wine,0.01
1999,Americas,Barbados,All types,6.64
1992,Americas,Bolivia (Plurinational State of),Other alcoholic beverages,0
1994,Europe,Republic of Moldova,Spirits,8.16
1985,Americas,Trinidad and Tobago,Spirits,2.84
1988,Europe,Spain,Beer,4.34
1992,Europe,France,Spirits,3.09
1994,Western Pacific,Australia,All types,9.89
1995,Western Pacific,Micronesia (Federated States of),Spirits,0
1989,Europe,Denmark,All types,11.65
1995,Americas,Trinidad and Tobago,All types,4.27
1983,Americas,Saint Kitts and Nevis,All types,3.89
1989,Africa,Burkina Faso,Beer,0.38
1983,Americas,Dominican Republic,Wine,0.01
1997,South-East Asia,Nepal,Spirits,0
1998,Americas,Bolivia (Plurinational State of),Beer,1.68
1980,Americas,Argentina,Beer,0.54
1986,Europe,Austria,Wine,4.6
1981,Western Pacific,Samoa,All types,0.6
1995,Africa,Guinea-Bissau,All types,2.96
1995,Africa,Senegal,Other alcoholic beverages,0
1987,Africa,Democratic Republic of the Congo,Spirits,0.01
1984,Europe,Ireland,Spirits,2.14
1987,Europe,Belgium,Beer,7.42
1981,Western Pacific,Fiji,Wine,0.12
1999,Europe,Turkey,Spirits,0.57
1997,Europe,Finland,Beer,4.51
1986,Western Pacific,Singapore,All types,1.63
1989,Africa,Namibia,All types,0.24
1982,Americas,Guatemala,Wine,0
1991,Eastern Mediterranean,Djibouti,Spirits,0.18
1989,Europe,Czech Republic,All types,13.01
1983,Europe,Germany,All types,15.75
1983,Africa,Zambia,Wine,0.01
1985,Europe,Luxembourg,Other alcoholic beverages,
1996,Africa,Guinea,Spirits,0.26
1983,Africa,Equatorial Guinea,Other alcoholic beverages,
1994,Western Pacific,Cambodia,All types,1.29
1995,Americas,Belize,Spirits,3.1
1987,Western Pacific,New Zealand,Spirits,2.07
1992,Africa,Seychelles,Wine,0.24
1996,Americas,Saint Kitts and Nevis,Beer,2.33
1995,Africa,Equatorial Guinea,All types,3.57
1995,Americas,Venezuela (Bolivarian Republic of),All types,8.24
1999,Western Pacific,China,Other alcoholic beverages,
1999,Americas,Honduras,All types,2.6
1994,Africa,Kenya,Beer,0.92
1981,Eastern Mediterranean,Djibouti,Wine,0.52
1983,Europe,Russian Federation,All types,8.46
1991,Eastern Mediterranean,Afghanistan,Spirits,0
1999,South-East Asia,Democratic People's Republic of Korea,Other alcoholic beverages,
1991,Eastern Mediterranean,Somalia,All types,0
1994,Europe,Latvia,Other alcoholic beverages,0
1999,Western Pacific,Cambodia,Beer,0.23
1996,Eastern Mediterranean,Somalia,Other alcoholic beverages,0
1990,Africa,Angola,Spirits,0.54
1990,Africa,Gambia,Spirits,0.03
1986,Americas,Belize,Wine,0.21
1992,Western Pacific,Australia,Spirits,1.17
1989,Americas,Trinidad and Tobago,Beer,2.27
1998,Eastern Mediterranean,Jordan,Other alcoholic beverages,
1997,Europe,France,Beer,2.29
1988,Americas,Costa Rica,Spirits,4.52
1995,Africa,United Republic of Tanzania,Spirits,0.12
1995,Western Pacific,Micronesia (Federated States of),All types,3.71
1985,Africa,Central African Republic,Beer,1.21
1999,South-East Asia,Sri Lanka,Other alcoholic beverages,0
1996,Africa,Senegal,All types,0.38
1988,Africa,Sao Tome and Principe,Beer,0
1998,Eastern Mediterranean,Sudan,Beer,0
1998,Western Pacific,Niue,Other alcoholic beverages,0
1996,Africa,Lesotho,All types,2.14
1986,Africa,Ethiopia,All types,0.62
1997,Western Pacific,Cambodia,Wine,0.01
1989,Africa,Gambia,Other alcoholic beverages,1.51
1984,Europe,Austria,Wine,5.1
1990,Europe,Azerbaijan,Spirits,0
1989,Africa,Liberia,Other alcoholic beverages,
1984,Africa,Liberia,Other alcoholic beverages,
1999,Africa,Congo,Beer,1.38
1981,Americas,El Salvador,Beer,0.84
1988,Eastern Mediterranean,Yemen,Spirits,0.06
1986,Europe,Germany,Spirits,2.72
1982,Eastern Mediterranean,Tunisia,All types,1.03
1996,Western Pacific,Samoa,All types,3.2
1993,Western Pacific,Fiji,All types,2.05
1986,Africa,Cabo Verde,Beer,0.74
1986,Africa,Lesotho,Wine,0.04
1982,Americas,Saint Lucia,Wine,0.26
1995,Eastern Mediterranean,Libya,Spirits,0
1989,Africa,Namibia,Other alcoholic beverages,0.24
1993,Africa,Seychelles,Spirits,0.83
1998,Africa,Benin,Spirits,0.6
1994,Americas,Dominica,Wine,0.79
1984,Americas,Peru,Other alcoholic beverages,0
1998,Eastern Mediterranean,Iraq,Beer,0.19
1997,Europe,Poland,All types,8.51
1999,South-East Asia,Bangladesh,Beer,0
1982,Africa,Gambia,Spirits,0.07
1988,Africa,Kenya,All types,2.9
1994,Americas,Dominican Republic,Beer,2.2
1990,Eastern Mediterranean,Somalia,Other alcoholic beverages,0
1997,Europe,Portugal,Spirits,0.71
1994,Africa,Malawi,Spirits,0.29
1994,Africa,Eritrea,Other alcoholic beverages,0.97
1992,Eastern Mediterranean,Morocco,Other alcoholic beverages,
1998,Europe,Uzbekistan,Beer,0.23
1983,South-East Asia,Thailand,Other alcoholic beverages,0
1986,Western Pacific,Papua New Guinea,Wine,0.04
1981,Eastern Mediterranean,Egypt,Other alcoholic beverages,
1999,Africa,Liberia,Wine,0.01
1989,Africa,Nigeria,Other alcoholic beverages,5.65
1988,Europe,Iceland,All types,5.47
1992,Africa,Nigeria,Other alcoholic beverages,8.41
1994,Europe,Russian Federation,Beer,0.97
1990,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0
1997,Africa,Mauritius,All types,3.19
1998,Europe,Denmark,All types,11.69
1995,Africa,Chad,Beer,0.1
1991,Americas,Brazil,All types,5.5
1983,Western Pacific,Viet Nam,Spirits,0.08
1994,Africa,Congo,All types,2.05
1988,South-East Asia,Bangladesh,Wine,0
1999,Eastern Mediterranean,Morocco,Wine,0.19
1988,Eastern Mediterranean,Bahrain,All types,4.94
1987,Europe,Kyrgyzstan,Other alcoholic beverages,0
1987,Africa,Burundi,Spirits,0
1996,Americas,Colombia,Wine,0.07
1983,Americas,Paraguay,Other alcoholic beverages,0.04
1985,Eastern Mediterranean,United Arab Emirates,Other alcoholic beverages,0
1987,Americas,Trinidad and Tobago,Other alcoholic beverages,0
1981,Europe,Slovakia,Spirits,4.52
1998,Europe,Ukraine,Spirits,2.46
1996,South-East Asia,India,Spirits,2.36
1995,Western Pacific,Niue,Wine,0
1980,Europe,Belgium,Wine,2.83
1993,Africa,Lesotho,Wine,0.05
1988,Americas,Argentina,All types,11.49
1991,Europe,Portugal,Spirits,0.85
1990,Americas,Dominican Republic,All types,5.35
1985,Africa,Gambia,Spirits,0.07
1983,Africa,Democratic Republic of the Congo,Spirits,0
1991,Africa,Rwanda,Wine,0
1987,Europe,Germany,Spirits,2.65
1986,Africa,Sierra Leone,All types,4.61
1998,Africa,Namibia,Wine,0.09
1998,Western Pacific,Philippines,Other alcoholic beverages,0.03
1998,Africa,Benin,Other alcoholic beverages,0.01
1988,Western Pacific,Singapore,Wine,0.07
1998,Africa,Ghana,Beer,0.37
1987,Americas,Bahamas,Other alcoholic beverages,0.01
1997,Europe,Russian Federation,Wine,0.81
1981,Africa,Gambia,Other alcoholic beverages,0.75
1994,Africa,United Republic of Tanzania,All types,5.65
1980,Western Pacific,Vanuatu,Wine,0.69
1990,Europe,Ukraine,Wine,0.81
1996,Western Pacific,Brunei Darussalam,All types,0.71
1985,Africa,Senegal,All types,0.45
1991,Europe,Norway,Beer,2.85
1990,Europe,Portugal,Beer,4.1
1987,Africa,Kenya,Beer,1.37
1988,Africa,Angola,Spirits,0.58
1985,Americas,United States of America,Wine,1.44
1984,Eastern Mediterranean,Iraq,Spirits,0.6
1985,Western Pacific,Micronesia (Federated States of),Other alcoholic beverages,0
1981,Africa,Mozambique,Beer,0.39
1988,Europe,Germany,Other alcoholic beverages,
1989,Americas,Brazil,All types,5.52
1991,Europe,Lithuania,All types,8.03
1996,South-East Asia,Bangladesh,Other alcoholic beverages,0
1995,Americas,Bahamas,Wine,1.65
1998,Americas,Jamaica,Wine,0.06
1996,Europe,Luxembourg,Spirits,2.82
1999,Western Pacific,Singapore,All types,2.08
1993,Americas,Dominican Republic,Spirits,3.66
1990,Americas,Dominica,Wine,0.12
1993,Americas,Colombia,Beer,4.32
1995,Western Pacific,Kiribati,Other alcoholic beverages,0
1981,South-East Asia,Indonesia,All types,0.09
1989,Western Pacific,Kiribati,Wine,0.01
1991,Americas,Ecuador,Beer,1.3
1984,Western Pacific,Viet Nam,Spirits,0.04
1993,Africa,Lesotho,Other alcoholic beverages,0.96
1987,Americas,Canada,Other alcoholic beverages,
1994,Eastern Mediterranean,Tunisia,Beer,0.6
1993,Eastern Mediterranean,Iran (Islamic Republic of),All types,0
1986,Africa,Algeria,Wine,0.1
1994,Western Pacific,Fiji,Other alcoholic beverages,0
1987,Europe,Spain,Beer,4.26
1992,Western Pacific,Lao People's Democratic Republic,Spirits,4.56
1996,Africa,Kenya,Wine,0.01
1993,Africa,Mauritius,Wine,0.16
1993,Europe,Tajikistan,Other alcoholic beverages,
1980,Western Pacific,Australia,Other alcoholic beverages,0
1988,Africa,Mozambique,Wine,0.03
1994,Eastern Mediterranean,Iran (Islamic Republic of),Spirits,0
1994,Africa,Namibia,Other alcoholic beverages,0.3
1985,Americas,Cuba,Other alcoholic beverages,
1983,Americas,Guyana,Spirits,4.29
1990,Europe,Latvia,All types,6.72
1982,Europe,Switzerland,Spirits,2.71
1990,Africa,Equatorial Guinea,Beer,0.87
1988,Americas,Venezuela (Bolivarian Republic of),Spirits,3.83
1999,Americas,Mexico,Wine,0.03
1981,Europe,United Kingdom of Great Britain and Northern Ireland,Beer,7.1
1998,Western Pacific,Cook Islands,Spirits,1.12
1985,Western Pacific,Cambodia,Spirits,0.25
1988,Western Pacific,Fiji,Wine,0.16
1990,Americas,Saint Kitts and Nevis,Beer,2.58
1993,Europe,Poland,Other alcoholic beverages,0
1991,Africa,Angola,Wine,0.78
1992,Africa,Liberia,Beer,0.41
1986,Americas,Antigua and Barbuda,All types,3.55
1991,South-East Asia,India,Spirits,1.82
1989,Africa,Swaziland,Spirits,1.65
1996,Africa,Nigeria,Beer,0.67
1999,Europe,Georgia,Other alcoholic beverages,
1985,Africa,Swaziland,Wine,1.03
1982,Eastern Mediterranean,Somalia,All types,0.01
1985,Americas,Bolivia (Plurinational State of),Wine,0.09
1987,Europe,Iceland,Beer,1.08
1990,Western Pacific,Tonga,Beer,0.47
1989,Africa,Kenya,Wine,0
